,2021,2022,2023,2021,2022,2023
cost_of_goods_sold,1.4352222572112698,1.8640194864302242,1.1710429736531167,-0.42781569573937483,-0.4062669503407588,-0.20698643800394312
current_assets,0.26155977086840815,0.18934213782281975,0.5347786561510548,-0.42781569573937483,-0.4062669503407588,-0.20698643800394312
current_liabilities,0.3141580942969464,0.4961743575349448,0.8627995478672581,-0.42781569573937483,-0.4062669503407588,-0.20698643800394312
equity,1.0047532910703134,0.7776582505428026,1.0259857223730042,-0.42781569573937483,-0.4062669503407588,-0.20698643800394312
financial_profit,-0.8145862816970209,-0.7588952004871272,-0.8024825545127344,-0.42781569573937483,-0.4062669503407588,-0.20698643800394312
gross_profit,-0.22298711263257395,-0.4115586793909614,-0.46164423001554106,-0.42781569573937483,-0.4062669503407588,-0.20698643800394312
net_income,-0.5369074325412274,-0.6858398344035564,-0.7774865910653163,-0.42781569573937483,-0.4062669503407588,-0.20698643800394312
other_profit,-0.7626699150866745,-0.6934340850868265,-0.7059141333917671,-0.42781569573937483,-0.4062669503407588,-0.20698643800394312
profit_before_tax,-0.49287632746505333,-0.6833260308962682,-0.7774865910653163,-0.42781569573937483,-0.4062669503407588,-0.20698643800394312
revenue,1.962330774877696,2.1551154881684567,1.4172757728803713,-0.42781569573937483,-0.4062669503407588,-0.20698643800394312
total_assets,2.404496116056903,2.0366034789009477,2.595194168737204,-0.42781569573937483,-0.4062669503407588,-0.20698643800394312
total_debt,0.6557133153829223,0.5658446536714451,0.8627995478672581,-0.42781569573937483,-0.4062669503407588,-0.20698643800394312
roa,-0.7440295071917014,-0.6931005746867004,-0.7064088984969417,-0.13848544806076368,-0.39224082528080456,-0.3017786679272603
roe,-0.7440295071917014,-0.6931005746867004,-0.7064088984969417,0.09309730689440637,-0.38023469421861045,-0.3876417651993301
debt_ratio,-0.7440295071917014,-0.6931005746867004,-0.7064088984969417,1.5274946603648982,2.025733441902722,1.885776600164111
current_ratio,-0.7440295071917014,-0.6931005746867004,-0.7064088984969417,3.7517643648775683,3.506433724880664,3.2757535608531017
gross_margin,-0.7440295071917014,-0.6931005746867004,-0.7064088984969417,0.4189478115316019,0.11497872857261013,0.3004982864201691
net_profit_margin,-0.7440295071917014,-0.6931005746867004,-0.7064088984969417,-0.09121465099583798,-0.39282444120965593,-0.3543559233531096
revenue_growth,-0.7440295071917014,-0.6931005746867004,-0.7064088984969417,-0.42781569573937483,0.3933574694421828,-1.934414834910364
