,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,2.0298975422467227,2.0929062263449296,1.9718540820905979,-0.35512494667396116,-0.3574065273064598,-0.3779254217749608
current_assets,0.880336298122666,0.8529378578058511,0.994647593384574,-0.35512494667396116,-0.3574065273064598,-0.3779254217749608
current_liabilities,0.13693728476411068,0.04759021556463866,0.03279204627080673,-0.35512494667396116,-0.3574065273064598,-0.3779254217749608
equity,0.555418143718372,0.5560444795394944,0.5883682384031683,-0.35512494667396116,-0.3574065273064598,-0.3779254217749608
financial_profit,-0.7191845073733404,-0.6844425688380072,-0.7479330609821248,-0.35512494667396116,-0.3574065273064598,-0.3779254217749608
gross_profit,-0.21776457270187008,-0.21084195586915047,-0.17380431900349982,-0.35512494667396116,-0.3574065273064598,-0.3779254217749608
net_income,-0.48102029159040144,-0.45435254420997534,-0.3560032079624421,-0.35512494667396116,-0.3574065273064598,-0.3779254217749608
other_profit,-0.7317506356693204,-0.7230060041794543,-0.6726518281622781,-0.35512494667396116,-0.3574065273064598,-0.3779254217749608
profit_before_tax,-0.4414342834460504,-0.41120736306742045,-0.2857932868394578,-0.35512494667396116,-0.3574065273064598,-0.3779254217749608
revenue,2.5435251473725846,2.60278113300989,2.559383269622054,-0.35512494667396116,-0.3574065273064598,-0.3779254217749608
total_assets,1.4230642349308271,1.3260228523022057,1.3840883819307075,-0.35512494667396116,-0.3574065273064598,-0.3779254217749608
total_debt,0.13693728476411068,0.04942703511699697,0.03438663699258368,-0.35512494667396116,-0.3574065273064598,-0.3779254217749608
roa,-0.7307088064483445,-0.7205513376457142,-0.7613335065349557,-0.07602084769676434,-0.07156162968422794,0.007330069275173774
roe,-0.7307088064483445,-0.7205513376457142,-0.7613335065349557,0.11226817034111143,0.1008456320119449,0.23445843728898233
debt_ratio,-0.7307088064483445,-0.7205513376457142,-0.7613335065349557,0.6147377667020014,0.46939808098272545,0.3783850630637219
current_ratio,-0.7307088064483445,-0.7205513376457142,-0.7613335065349557,4.115133887124806,4.144270780430937,4.131104761769215
gross_margin,-0.7307088064483445,-0.7205513376457142,-0.7613335065349557,0.022037139578986176,-0.020351591735542317,-0.017139081535514702
net_profit_margin,-0.7307088064483445,-0.7205513376457142,-0.7613335065349557,-0.1715318092886457,-0.1813775579007717,-0.1290226640676091
revenue_growth,-0.7307088064483445,-0.7205513376457142,-0.7613335065349557,-0.35512494667396116,-0.15234538642754802,-0.07001152449443976
