,2021,2022,2023,2021,2022,2023
cost_of_goods_sold,-0.17585876498062875,-0.06885059462067188,0.12876550958954494,-0.23462390090369203,-0.4604144964967542,-0.379012394789136
current_assets,0.5597905315715086,1.1318921554068442,1.1522057819930835,-0.23462390090369203,-0.4604144964967542,-0.379012394789136
current_liabilities,2.4902181832931194,2.339954054076987,2.3264474011577025,-0.23462390090369203,-0.4604144964967542,-0.379012394789136
equity,-2.184952997720495,-1.7057237655137183,-1.6369038097526798,-0.23462390090369203,-0.4604144964967542,-0.379012394789136
financial_profit,-0.3398153013532827,-0.544238232169497,-0.5068995713814419,-0.23462390090369203,-0.4604144964967542,-0.379012394789136
gross_profit,-0.2775063762472936,-0.45655595412472033,-0.3742532004694499,-0.23462390090369203,-0.4604144964967542,-0.379012394789136
net_income,-0.34012384915819066,-0.18969180454613235,-0.47799795889163604,-0.23462390090369203,-0.4604144964967542,-0.379012394789136
other_profit,-0.2726312655897323,-0.15114565199295676,-0.4959291686811616,-0.23462390090369203,-0.4604144964967542,-0.379012394789136
profit_before_tax,-0.34012384915819066,-0.18969180454613235,-0.47799795889163604,-0.23462390090369203,-0.4604144964967542,-0.379012394789136
revenue,-0.16112181854641724,-0.002424309014857849,0.2361361477112283,-0.23462390090369203,-0.4604144964967542,-0.379012394789136
total_assets,0.5975595480786074,1.1573050337983308,1.1712568632964155,-0.23462390090369203,-0.4604144964967542,-0.379012394789136
total_debt,2.4902692185815303,2.3400465513602646,2.3265368344579618,-0.23462390090369203,-0.4604144964967542,-0.379012394789136
roa,-0.29224332268150505,-0.5229822397305344,-0.48162383859113317,-0.3107263564323108,-0.04298676168999551,-0.3734902161981009
roe,-0.29224332268150505,-0.5229822397305344,-0.48162383859113317,-0.19884652611964665,-1.0534422165214898,-0.3869130791715732
debt_ratio,-0.29224332268150505,-0.5229822397305344,-0.48162383859113317,4.187968173818046,3.1253698428898202,3.897788280933502
current_ratio,-0.29224332268150505,-0.5229822397305344,-0.48162383859113317,0.19844923209224025,0.7560385239097349,1.0856489169338386
gross_margin,-0.29224332268150505,-0.5229822397305344,-0.48162383859113317,-0.07567148325011683,-0.19187208167719152,-0.002443141855818954
net_profit_margin,-0.29224332268150505,-0.5229822397305344,-0.48162383859113317,-0.751062328360215,0.8869831110077131,-0.3662957449344679
revenue_growth,-0.29224332268150505,-0.5229822397305344,-0.48162383859113317,-0.23462390090369203,2.0448835400424565,0.6938537217622507
