,2021,2022,2023,2021,2022,2023
cost_of_goods_sold,0.20680983381919604,0.22206401043692658,0.2608262468892323,-0.277641012131035,-0.3109014267745464,-0.29595568921413073
current_assets,0.40784467749210024,0.20936085137178478,0.2590611793263131,-0.277641012131035,-0.3109014267745464,-0.29595568921413073
current_liabilities,-0.39281317486771794,-0.3302045670593862,-0.391019516942355,-0.277641012131035,-0.3109014267745464,-0.29595568921413073
equity,2.523412623851525,2.4881248625612753,2.4894648487697166,-0.277641012131035,-0.3109014267745464,-0.29595568921413073
financial_profit,-0.5945263147282199,-0.5992647555812365,-0.5961617300435352,-0.277641012131035,-0.3109014267745464,-0.29595568921413073
gross_profit,0.13956792225133008,0.1787980295675138,0.18975134555032164,-0.277641012131035,-0.3109014267745464,-0.29595568921413073
net_income,-0.3988670178869598,-0.3830234761933537,-0.3484896793441276,-0.277641012131035,-0.3109014267745464,-0.29595568921413073
other_profit,-0.6092734939506582,-0.6372858903079331,-0.6144285151160801,-0.277641012131035,-0.3109014267745464,-0.29595568921413073
profit_before_tax,-0.3452820102109288,-0.34775960236710246,-0.3105010944138717,-0.277641012131035,-0.3109014267745464,-0.29595568921413073
revenue,0.9574145541308855,1.0240581026595925,1.0756530655076704,-0.277641012131035,-0.3109014267745464,-0.29595568921413073
total_assets,2.753717856802949,2.785523722832399,2.7375966799933735,-0.277641012131035,-0.3109014267745464,-0.29595568921413073
total_debt,-0.3794835804386974,-0.31607490825282686,-0.37685372932101463,-0.277641012131035,-0.3109014267745464,-0.29595568921413073
roa,-0.6097888394664007,-0.6134737685239504,-0.6249855858365206,-0.2175097959474819,-0.20605532740047408,-0.19798409147886983
roe,-0.6097888394664007,-0.6134737685239504,-0.6249855858365206,-0.21308986511541197,-0.19600208900101937,-0.19017858213961739
debt_ratio,-0.6097888394664007,-0.6134737685239504,-0.6249855858365206,-0.2119838164217321,-0.17559628073901593,-0.20803440770138093
current_ratio,-0.6097888394664007,-0.6134737685239504,-0.6249855858365206,4.219651608589845,4.1810914218389765,4.206057511661291
gross_margin,-0.6097888394664007,-0.6134737685239504,-0.6249855858365206,0.18085339048049331,0.43728580787957183,0.27485192873339315
net_profit_margin,-0.6097888394664007,-0.6134737685239504,-0.6249855858365206,-0.1485883638822577,-0.09327413351557665,-0.10224166487438055
revenue_growth,-0.6097888394664007,-0.6134737685239504,-0.6249855858365206,-0.277641012131035,-0.21663227776790592,-0.23100242363086532
